track_id,track_name,popularity,duration,artist,liveness,danceability,energy,loudness,speechiness,acousticness,valence
4jMrV2f00zM9ifqJal3CcG,Fim da Noite,77,167168,Zé Vaqueiro,0.347,0.745,0.862,-2.731,0.0449,0.688,0.839
6Uj1ctrBOjOas8xZXGqKk4,Woman,96,172626,Doja Cat,0.117,0.824,0.764,-4.175,0.0854,0.0888,0.881
3q6ZCGgFDIVCJQ5XG4JTL2,Apê 1001,77,171428,BIN|LUDMILLA|Mainstreet|Dallass,0.112,0.575,0.549,-6.137,0.104,0.73,0.711
1QiZYlh3oZg3zgn8eS99aB,Mete Um Block Nele,77,177192,João Gomes,0.327,0.681,0.847,-5.453,0.0331,0.717,0.945
17UfXrL7Run3GyZJW4uRjC,Paradigmas,68,157354,Jorge & Mateus,0.4,0.686,0.789,-4.103,0.126,0.322,0.822
2YBKO08Wkc3eP5JdUSwng8,Eu Tenho a Senha,77,212424,João Gomes,0.098,0.667,0.872,-4.364,0.0517,0.335,0.915
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),92,137875,Lil Nas X,0.384,0.61,0.508,-6.682,0.152,0.297,0.758
4XiFqfUXyTwOChvMLKKi0T,Sem Sentimento,79,131067,DG e Batidão Stronda|Felipe Amorim|Mc Danny,0.0406,0.747,0.888,-4.434,0.041,0.148,0.972
4llr8mcoauwrHBtjGb7F9S,Tipo Gin - Ao Vivo,77,159146,MC Kevin o Chris,0.338,0.75,0.668,-4.49,0.061,0.78,0.786
5VTqW8raQYnj2avZ27nO2a,penhasco.,76,186121,Luísa Sonza,0.0933,0.43,0.467,-8.56,0.051,0.775,0.382
4AAIAVjSyiq1N7SXKkwXZe,Troca de Calçada,76,203158,Marília Mendonça,0.147,0.659,0.689,-4.984,0.0319,0.539,0.701
7Ls0AYtBWAJtt7iORFc6zC,Não Quer Chifre,77,149323,Mc Frog|DJ Lucas Beat,0.0712,0.873,0.476,-3.962,0.065,0.623,0.923
5UmwpS5SHeaKNCA7bGpJRe,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,58,147875,Os Barões Da Pisadinha|Jorge,0.133,0.593,0.932,-2.324,0.0526,0.302,0.913
7vCvUJyjMxRkPeo19nxmuk,Coração Na Cama - Ao Vivo,61,173226,Hugo & Guilherme,0.34,0.764,0.794,-4.096,0.0589,0.663,0.721
58pgi1RpcU2fVJsxhm7BIr,Tapão Na Raba,76,175046,Raí Saia Rodada,0.155,0.808,0.796,-3.169,0.0305,0.462,0.799
6AMTUbWihFZOwOeHxZN2Ge,Vou falar que não quero,72,186831,Vitor Fernandes,0.164,0.665,0.705,-5.458,0.0317,0.592,0.597
6Aw11M9NT2tBeEj3mPKrjy,Facas - Ao Vivo,60,196379,Diego & Victor Hugo|Bruno & Marrone,0.472,0.443,0.509,-5.995,0.0536,0.615,0.69
2QLbRVzixE282JSQjBz2DG,Liberdade (Quando o Grave Bate Forte),76,150461,Alok|Mc Don Juan|Dj GBR,0.104,0.81,0.789,-4.032,0.0498,0.0254,0.432
297PAlIk1PSDeZFkdC4WIe,Viela,73,152482,Marcynho Sensação,0.0383,0.825,0.849,-7.024,0.0791,0.334,0.914
3Vi5XqYrmQgOYBajMWSvCi,Need To Know,94,210560,Doja Cat,0.0926,0.664,0.609,-6.509,0.0707,0.304,0.194
7kwOvJqT8zHXQ4NYUZQ6W2,Não Parei De Sofrer,63,176394,Gustavo Mioto,0.108,0.702,0.88,-2.671,0.145,0.317,0.632
6vnKRiOjUjYT59xl4awHTx,Sigilo - Ao Vivo,75,165366,Guilherme & Benuto,0.125,0.535,0.765,-3.716,0.184,0.433,0.627
6giaOyDFbE4J8iclhCdW7E,Poesia Acústica 11: Nada Mudou,76,600000,Pineapple StormTv|Azzy|MC Ryan SP|Chris MC|Xamã|Lourena|L7NNON|Cynthia Luz|Mc Poze do Rodo|Salve Malak|Hunter,0.144,0.725,0.622,-5.573,0.0438,0.579,0.356
6nef87NAKR2Au5YCCfnIi9,Passarinho Que Som É Esse,74,148615,DJ TOPO|Mc Cyclope|MC PR,0.088,0.889,0.78,-5.208,0.14,0.538,0.82
3QKv1RIrWsLTA63oxscVrZ,Meu Bem,75,140208,João Gomes,0.107,0.667,0.872,-4.362,0.0417,0.191,0.896
68qqVn5kHBv4zc45SDGLnh,Corte Americano,74,139534,Filipe Ret|L7NNON|Chris Beats Zn,0.14,0.728,0.665,-5.519,0.0595,0.555,0.473
6PQ88X9TkUIAUIZJHW2upE,Bad Habits,97,231041,Ed Sheeran,0.364,0.808,0.897,-3.712,0.0348,0.0469,0.591
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,94,298899,Billie Eilish,0.128,0.332,0.225,-8.697,0.0348,0.767,0.297
4ZtFanR9U6ndgddUvNcjcG,good 4 u,96,178146,Olivia Rodrigo,0.0849,0.563,0.664,-5.044,0.154,0.335,0.688
1JEqsDV5Y7Qdtc4FeUhsl1,Beijo do Vampiro - Ao Vivo,68,149202,Os Barões Da Pisadinha|Wesley Safadão,0.0625,0.666,0.968,-2.076,0.059,0.446,0.96
0dLkZwE2Xt4ETtUt5cED2l,Diferença Mara,71,169750,Juliette,0.0947,0.603,0.494,-11.163,0.0362,0.534,0.705
5AhnPqydkYbZAp4NkyJ7ED,ATENÇÃO,75,135111,PEDRO SAMPAIO|Luísa Sonza,0.301,0.738,0.901,-4.968,0.071,0.252,0.747
6m187iACTSAZDYMaV0klqj,Freio da Blazer,74,180000,L7NNON,0.1,0.515,0.63,-7.691,0.168,0.274,0.367
7EWXP47VlXKO3r7mNxuWHw,"Ele É Ele, Eu Sou Eu",69,155209,Wesley Safadão|Os Barões Da Pisadinha,0.0703,0.758,0.763,-8.754,0.0768,0.23,0.854
4mdlehe2znCTAzlFhrOa09,Chamo Teu Vulgo Malvadão,75,118308,mc jhenny|DJ KOSTA 22|Mc Gw,0.11,0.949,0.62,-2.891,0.331,0.171,0.76
7xi4XR5EIOU6OHdIydLMjT,Uma Ex (Ao Vivo),58,218806,Murilo Huff|Jorge,0.952,0.627,0.651,-4.15,0.0461,0.521,0.666
2uLt06E9xCZVPFXg9v794o,Baile do Cinga do 12,74,181864,MC Gontijo|Dj Sati Marconex,0.147,0.93,0.591,1.906,0.261,0.277,0.569
17Gh6E6eRfAAw7sCgmnkFc,O Ex da Sua Vida,74,179872,Gusttavo Lima,0.25,0.779,0.9,-3.644,0.055,0.163,0.962
5SixeLvPsYpk7qq9lo5xYg,Have Mercy,85,148778,Chlöe,0.345,0.903,0.535,-6.434,0.0742,0.297,0.508
0KkpG6b73QfIjeZDqjLwxW,Lágrima por Lágrima (feat. Gusttavo Lima),74,152723,DENNIS|Gusttavo Lima,0.601,0.74,0.589,-5.123,0.0487,0.0626,0.39
1a17gIb57XhPj2CMbqYABw,Pingo de Dó - Ao Vivo,74,161840,Hugo & Guilherme,0.652,0.522,0.738,-4.48,0.117,0.685,0.608
5IjLkZBAHwd77I2gAOKZLC,Pede Pra Voltar,73,141434,Cleber & Cauan|Os Barões Da Pisadinha,0.309,0.607,0.882,-3.186,0.188,0.458,0.682
4PUjVQcrNhH85XXyXnnjBd,BALANÇA A GLOCK,71,155713,Mc Jajau|DJ LG,0.327,0.946,0.871,-4.061,0.278,0.478,0.856
5uvEyd73MMFvW2WuEghabn,Colocando Nela,73,140307,MC L da Vinte|Mc Kaio,0.0679,0.634,0.359,-5.57,0.0581,0.113,0.456
2Gjt4rUHBUH0rMKpBg0hF4,Disco Arranhado - Funk Remix,75,125557,Malu|DJ Lucas Beat,0.0626,0.747,0.725,-2.564,0.363,0.551,0.904
4cKn3YjlRNowwNQi5LuZkk,SORRIA,75,181122,Luan Santana|Mc Don Juan,0.362,0.568,0.736,-4.817,0.0557,0.201,0.72
56kClQGx58w4meMz1JwQvB,Último Beijo,61,181279,Bruno & Marrone|Wesley Safadão,0.247,0.582,0.899,-3.531,0.143,0.528,0.612
4lHoT8PvMpMg1l5kdxqNmD,Coração de Isca,58,147396,Bruno & Marrone,0.557,0.719,0.793,-4.402,0.0421,0.352,0.766
2upubCYkDvATo6ZZwHqrp9,VIP *-*,74,176400,Luísa Sonza|6LACK,0.519,0.754,0.846,-5.114,0.0486,0.278,0.913
5uztIMqjl5FTZSYDlOBJjV,Foi Pá Pum,61,183413,Simone & Simaria,0.246,0.627,0.818,-3.086,0.103,0.378,0.449
6MQrN9fclpvR4nf0uJrG1x,Vou de Lala,73,300000,MC Joãozinho VT|MC Ryan SP|DJ 900|Mc Don Juan|Mc Pedrinho|Mc Kelvinho|DJ BOY,0.0898,0.862,0.631,-1.066,0.177,0.328,0.5
